1 3 0	1 -1 0	-2 -1 0	
7.64939606167234 20.380286531699 0	-2.70441371437098 -6.7568689684574 0	-2.35652990337586 -6.83912868821036 0	
7.65091521266453 20.3843564976556 0	-2.70071167361189 -6.75882513199751 0	-2.36229681756889 -6.83973595825268 0	
7.6523934099539 20.3883167444817 0	-2.69701346549358 -6.76075150374238 0	-2.36802822568382 -6.84029817869113 0	
7.65383082453396 20.3921677302732 0	-2.69332141218126 -6.7626479087115 0	-2.37372135325926 -6.84081591182342 0	
7.65522764940384 20.3959099720824 0	-2.68963783250559 -6.7645141880885 0	-2.37937344650627 -6.84128974395911 0	
7.65658409946425 20.3995440456383 0	-2.6859650407095 -6.76635019930699 0	-2.38498177379666 -6.8417202851029 0	
7.65790041140143 20.4030705850365 0	-2.68230534519774 -6.76815581612796 0	-2.39054362713921 -6.84210816862527 0	
7.65917684355961 20.4064902823967 0	-2.6786610472894 -6.7699309287081 0	-2.39605632364328 -6.84245405092029 0	
7.66041367580172 20.4098038874903 0	-2.67503443997432 -6.77167544365953 0	-2.40151720696871 -6.84275861105106 0	
7.66161120935842 20.413012207335 0	-2.67142780667415 -6.77338928410067 0	-2.40692364876147 -6.84302255038323 0	
7.66276976666582 20.4161161057611 0	-2.66784342000846 -6.775072389698 0	-2.41227305007412 -6.84324659220618 0	
7.66388969119153 20.419116502945 0	-2.6642835405668 -6.77672471669926 0	-2.41756284277046 -6.84343148134254 0	
7.66497134724967 20.4220143749135 0	-2.66075041568725 -6.77834623795755 0	-2.42279049091347 -6.84357798374607 0	
7.66601511980446 20.4248107530177 0	-2.65724627824223 -6.77993694294637 0	-2.42795349213583 -6.84368688608817 0	
7.66702141426282 20.4275067233771 0	-2.65377334543206 -6.78149683776602 0	-2.43304937899233 -6.84375899533316 0	
7.66799065625591 20.4301034262947 0	-2.65033381758704 -6.78302594514079 0	-2.43807572029341 -6.84379513830284 0	
7.66892329140965 20.4326020556418 0	-2.64692987697877 -6.78452430440739 0	-2.44303012241905 -6.84379616123004 0	
7.66981978510472 20.4350038582159 0	-2.64356368664118 -6.78599197149428 0	-2.44791023061233 -6.84376292930197 0	
7.67068062222574 20.4373101330675 0	-2.64023738920199 -6.7874290188922 0	-2.45271373025208 -6.84369632619319 0	
7.67150630690002 20.4395222308006 0	-2.63695310572528 -6.7888355356157 0	-2.45743834810368 -6.84359725358866 0	
7.67229736222586 20.4416415528455 0	-2.63371293456573 -6.79021162715587 0	-2.46208185354749 -6.84346663069712 0	
7.67305432999078 20.4436695507028 0	-2.63051895023523 -6.79155741542403 0	-2.46664205978433 -6.84330539375491 0	
7.67377777037956 20.445607725162 0	-2.62737320228228 -6.79287303868686 0	-2.47111682501708 -6.84311449552074 0	
7.67446826167225 20.4474576254921 0	-2.62427771418515 -6.79415865149233 0	-2.47550405360803 -6.84289490476146 0	
7.6751263999328 20.4492208486073 0	-2.62123448225899 -6.79541442458728 0	-2.47980169721113 -6.84264760572916 0	
7.67575279868766 20.4508990382063 0	-2.61824547457782 -6.79664054482603 0	-2.48400775587873 -6.84237359762995 0	
7.67634808859527 20.4524938838864 0	-2.61531262991178 -6.79783721507032 0	-2.48812027914198 -6.84207389408469 0	
7.67691291710622 20.4540071202333 0	-2.61243785668036 -6.79900465408075 0	-2.49213736706447 -6.84174952258184 0	
7.67744794811429 20.4554405258861 0	-2.60962303192208 -6.80014309639957 0	-2.49605717126835 -6.84140152392292 0	
7.67795386159871 20.4567959225788 0	-2.60687000028128 -6.80125279222505 0	-2.49987789593269 -6.84103095166062 0	
7.67843135325773 20.4580751741587 0	-2.60418057301243 -6.80233400727741 0	-2.50359779876302 -6.84063887153011 0	
7.67888113413364 20.4592801855817 0	-2.60155652700284 -6.80338702265628 0	-2.50721519193191 -6.8402263608737 0	
7.6793039302295 20.4604129018855 0	-2.59899960381393 -6.80441213469015 0	-2.51072844298995 -6.83979450805918 0	
7.67970048211801 20.4614753071415 0	-2.59651150874184 -6.80540965477741 0	-2.51413597574645 -6.83934441189216 0	
7.68007154454227 20.4624694233857 0	-2.59409390989793 -6.80637990921947 0	-2.51743627111952 -6.83887718102275 0	
7.68041788600896 20.4633973095283 0	-2.59174843730958 -6.80732323904575 0	-2.52062786795498 -6.83839393334682 0	
7.68074028837418 20.464261060244 0	-2.58947668204193 -6.80823999983095 0	-2.52370936381346 -6.83789579540218 0	
7.681039546422 20.4650628048437 0	-2.58728019534111 -6.80913056150443 0	-2.52667941572534 -6.83738390176001 0	
7.68131646743602 20.4658047061256 0	-2.58516048779943 -6.80999530815208 0	-2.52953674091296 -6.83685939441185 0	
7.68157187076432 20.4664889592103 0	-2.58311902854318 -6.81083463781053 0	-2.53228011747951 -6.83632342215234 0	
7.68180658737785 20.4671177903575 0	-2.58115724444357 -6.81164896225406 0	-2.53490838506418 -6.83577713995829 0	
7.68202145942243 20.4676934557657 0	-2.5792765193514 -6.81243870677435 0	-2.53742044546285 -6.83522170836405 0	
7.68221733976498 20.4682182403564 0	-2.57747819335615 -6.813204309953 0	-2.53981526321383 -6.83465829283381 0	
7.68239509153379 20.4686944565429 0	-2.57576356207024 -6.81394622342729 0	-2.54209186614787 -6.83408806313086 0	
7.68255558765356 20.4691244429839 0	-2.57413387593907 -6.81466491164906 0	-2.54424934590167 -6.83351219268445 0	
7.68269971037487 20.4695105633234 0	-2.57259033957801 -6.81536085163703 0	-2.54628685839396 -6.83293185795414 0	
7.68282835079897 20.4698552049176 0	-2.57113411113732 -6.81603453272277 0	-2.54820362426291 -6.83234823779258 0	
7.68294240839789 20.4701607775485 0	-2.56976630169625 -6.81668645629005 0	-2.54999892926344 -6.83176251280671 0	
7.68304279053013 20.4704297121275 0	-2.56848797468828 -6.81731713550792 0	-2.55167212462256 -6.8311758647186 0	
7.6831304119524 20.4706644593862 0	-2.56730014535969 -6.81792709505699 0	-2.55322262734999 -6.83058947572628 0	
7.68320619432754 20.4708674885588 0	-2.56620378026416 -6.81851687084798 0	-2.55464992050074 -6.83000452786697 0	
7.68327106572936 20.4710412860553 0	-2.5651997967979 -6.81908700973071 0	-2.55595355338494 -6.8294222023858 0	
7.68332596014448 20.471188354126 0	-2.56428906278002 -6.81963806918941 0	-2.55713314171863 -6.8288436791156 0	
7.68337181697172 20.4713112095225 0	-2.5634723960846 -6.82017061701548 0	-2.55818836770833 -6.82827013588035 0	
7.68340958051988 20.4714123821496 0	-2.56275056433031 -6.82068523094032 0	-2.55911898006229 -6.82770274794459 0	
7.68344019950407 20.4714944137178 0	-2.5621242846269 -6.82118249819202 0	-2.5599247939297 -6.82714268755609 0	
7.68346462654175 20.4715598563921 0	-2.56159422335275 -6.82166301490427 0	-2.56060569080063 -6.82659112367148 0	
7.68348381764807 20.4716112714402 0	-2.56116099585694 -6.82212738524421 0	-2.56116161850011 -6.82604922203267 0	
7.68349873172921 20.4716512278758 0	-2.56082516575416 -6.82257622005566 0	-2.56159259168944 -6.82551814584492 0	
7.68351033006718 20.4716823010769 0	-2.56058724297344 -6.82301013490462 0	-2.56189869391883 -6.82499905718459 0	
7.68351957577775 20.471707071335 0	-2.56044767909605 -6.82342974828339 0	-2.56208008304849 -6.8244931181546 0	
7.6835274332096 20.4717281222442 0	-2.56040685972916 -6.82383568313107 0	-2.562137000331 -6.82400148777695 0	
7.68353486727385 20.471748038906 0	-2.5604651003955 -6.82422857543813 0	-2.56206977504628 -6.82352530988949 0	
7.68354284278647 20.4717694061664 0	-2.56062265679643 -6.82460908374067 0	-2.5618788111796 -6.82306569995662 0	
7.68355232395764 20.4717948072488 0	-2.56087974269452 -6.82497788544328 0	-2.56156456468535 -6.82262374864019 0	
7.68356427401643 20.4718268227482 0	-2.56123653534013 -6.82533566409472 0	-2.56112753642242 -6.82220053695034 0	
7.68357965483296 20.4718680296182 0	-2.56169316856652 -6.82568310248014 0	-2.56056828050181 -6.82179714412106 0	
7.68359942646963 20.4719209999702 0	-2.56224972553181 -6.82602088291871 0	-2.55988741302274 -6.82141464633685 0	
7.68362454668045 20.4719882997304 0	-2.56290623525231 -6.8263496894308 0	-2.55908561603024 -6.82105411301699 0	
7.6836559703887 20.4720724872417 0	-2.56366267160701 -6.82667020923207 0	-2.55816363836803 -6.82071660389892 0	
7.68369464916052 20.4721761118529 0	-2.56451895331038 -6.82698313336101 0	-2.55712229531769 -6.82040316719606 0	
7.68374153068069 20.4723017125136 0	-2.56547494416146 -6.8272891567732 0	-2.55596246789398 -6.82011483842645 0	
7.68379755823188 20.4724518163805 0	-2.56653045333871 -6.8275889781659 0	-2.55468510208581 -6.81985263958574 0	
7.68386367017827 20.4726289374326 0	-2.56768523568296 -6.82788329967653 0	-2.55329120811529 -6.81961757848661 0	
7.68394079945321 20.4728355750995 0	-2.56893899196467 -6.82817282652435 0	-2.55178185971939 -6.81941064817705 0	
7.68402987305081 20.4730742128988 0	-2.57029136914392 -6.82845826662724 0	-2.55015819344353 -6.81923282639789 0	
7.68413181152153 20.4733473170848 0	-2.57174196063302 -6.82874033020851 0	-2.54842140793519 -6.81908507506091 0	
7.68424752847192 20.4736573353087 0	-2.57329030656872 -6.82901972939999 0	-2.54657276322834 -6.8189683397396 0	
7.68437793006841 20.474006695289 0	-2.5749358940998 -6.82929717784427 0	-2.54461358001186 -6.81888354916937 0	
7.68452391454557 20.4743978034933 0	-2.57667815769351 -6.82957339029766 0	-2.54254523887759 -6.81883161475592 0	
7.68468637171877 20.4748330438338 0	-2.57851647946355 -6.82984908223367 0	-2.54036917954494 -6.81881343009139 0	
7.68486618250157 20.4753147763739 0	-2.58045018952118 -6.83012496944775 0	-2.53808690006 -6.81882987047895 0	
7.68506421842813 20.4758453360488 0	-2.58247856635073 -6.83040176766315 0	-2.53569995596798 -6.81888179246579 0	
7.68528134118067 20.476427031399 0	-2.58460083721009 -6.83068019213777 0	-2.53320995945819 -6.81897003338515 0	
7.68551840212253 20.4770621433198 0	-2.58681617855683 -6.83096095727229 0	-2.53061857848116 -6.81909541090764 0	
7.68577624183655 20.4777529238249 0	-2.5891237165 -6.8312447762194 0	-2.52792753583771 -6.81925872260262 0	
7.68605568966966 20.4785015948259 0	-2.591522527278 -6.83153236049444 0	-2.52513860824003 -6.81946074550948 0	
7.68635756328334 20.4793103469274 0	-2.59401163776225 -6.83182441958723 0	-2.52225362534499 -6.81970223571965 0	
7.68668266821055 20.4801813382411 0	-2.59659002598682 -6.83212166057559 0	-2.51927446875967 -6.81998392796948 0	
7.6870317974191 20.4811166932155 0	-2.59925662170377 -6.83242478774041 0	-2.51620307101989 -6.82030653524419 0	
7.68740573088207 20.4821185014847 0	-2.60201030696413 -6.83273450218259 0	-2.51304141454168 -6.82067074839335 0	
7.68780523515502 20.4831888167362 0	-2.60484991672412 -6.83305150144178 0	-2.50979153054641 -6.82107723575798 0	
7.68823106296062 20.484329655598 0	-2.60777423947657 -6.8333764791174 0	-2.50645549796005 -6.82152664280978 0	
7.68868395278069 20.4855429965454 0	-2.61078201790717 -6.83371012449184 0	-2.50303544228685 -6.82201959180223 0	
7.68916462845599 20.4868307788291 0	-2.61387194957512 -6.83405312215626 0	-2.49953353445837 -6.82255668143445 0	
7.68967379879394 20.488194901424 0	-2.61704268761811 -6.83440615163881 0	-2.49595198965807 -6.82313848652743 0	
7.69021215718447 20.4896372220003 0	-2.62029284148108 -6.83476988703601 0	-2.49229306612225 -6.82376555771318 0	
7.69078038122425 20.4911595559164 0	-2.62362097766841 -6.8351449966468 0	-2.48855906391791 -6.8244384211368 0	
7.69137913234939 20.4927636752355 0	-2.62702562051927 -6.83553214261025 0	-2.48475232369819 -6.8251575781718 0	
7.69200905547698 20.4944513077643 0	-2.63050525300564 -6.83593198054612 0	-2.48087522543591 -6.82592350514859 0	
7.69267077865552 20.4962241361176 0	-2.63405831755256 -6.83634515919953 0	-2.47693018713617 -6.82673665309679 0	
7.69336491272457 20.4980837968055 0	-2.63768321688027 -6.83677232008909 0	-2.47291966352832 -6.82759744750072 0	
7.69409205098355 20.5000318793467 0	-2.64137831486773 -6.83721409715911 0	-2.46884614473823 -6.82850628806917 0	
7.69485276887032 20.5020699254072 0	-2.64514193743707 -6.83767111643582 0	-2.46471215494162 -6.82946354851868 0	
7.69564762364913 20.5041994279643 0	-2.64897237345854 -6.83814399568814 0	-2.46052025099888 -6.83046957637105 0	
7.69647715410866 20.5064218304974 0	-2.65286787567539 -6.83863334409289 0	-2.45627302107244 -6.831524692765 0	
7.69734188027 20.508738526206 0	-2.65682666164837 -6.83913976190447 0	-2.45197308322724 -6.83262919228207 0	
7.69824230310472 20.5111508572545 0	-2.660846914719 -6.83966384012982 0	-2.44762308401497 -6.8337833427868 0	
7.69917890426342 20.5136601140444 0	-2.66492678499159 -6.84020616020794 0	-2.44322569704324 -6.8349873852815 0	
7.70015214581466 20.516267534515 0	-2.66906439033297 -6.84076729369512 0	-2.43878362152993 -6.83624153377554 0	
7.70116246999449 20.518974303473 0	-2.6732578173898 -6.84134780195519 0	-2.4342995808438 -6.837545975169 0	
7.7022102989669 20.52178155195 0	-2.67750512262257 -6.84194823585545 0	-2.42977632103214 -6.83890086915141 0	
7.70329603459489 20.5246903565895 0	-2.68180433335611 -6.84256913546839 0	-2.42521660933621 -6.84030634811485 0	
7.70442005822282 20.5277017390638 0	-2.68615344884573 -6.84321102977916 0	-2.42062323269514 -6.84176251708206 0	
7.70558273046976 20.53081666552 0	-2.6905504413585 -6.84387443639918 0	-2.4159989962394 -6.84326945364922 0	
7.70678439103411 20.5340360460571 0	-2.6949932572692 -6.8445598612859 0	-2.41134672177429 -6.84482720794371 0	
7.70802535850953 20.5373607342327 0	-2.6994798181702 -6.84526779846892 0	-2.40666924625461 -6.84643580259667 0	
7.70930593021245 20.5407915266007 0	-2.70400802199483 -6.8459987297826 0	-2.40196942025101 -6.84809523273057 0	
7.71062638202098 20.5443291622798 0	-2.70857574415339 -6.84675312460531 0	-2.39725010640918 -6.84980546596142 0	
7.71198696822557 20.5479743225532 0	-2.71318083868155 -6.84753143960544 0	-2.39251417790241 -6.85156644241628 0	
7.71338792139136 20.5517276305003 0	-2.7178211394001 -6.84833411849442 0	-2.38776451687856 -6.85337807476532 0	
7.71482945223228 20.5555896506589 0	-2.72249446108579 -6.84916159178663 0	-2.38300401290212 -6.85524024826893 0	
7.71631174949705 20.5595608887201 0	-2.7271986006524 -6.85001427656671 0	-2.37823556139246 -6.85715282083974 0	
7.71783497986717 20.5636417912549 0	-2.73193133834147 -6.85089257626394 0	-2.37346206205872 -6.85911562311928 0	
7.71939928786674 20.5678327454724 0	-2.73669043892212 -6.85179688043429 0	-2.36868641733259 -6.86112845856953 0	
7.72100479578448 20.5721340790114 0	-2.74147365289922 -6.85272756454976 0	-2.36391153079952 -6.86319110357937 0	
7.72265160360767 20.5765460597626 0	-2.74627871772922 -6.85368498979569 0	-2.35914030562942 -6.86530330758533 0	
7.72433978896831 20.581068895725 0	-2.75110335904314 -6.85466950287552 0	-2.35437564300752 -6.86746479320736 0	
7.72606940710142 20.5857027348941 0	-2.75594529187588 -6.85568143582374 0	-2.34962044056641 -6.86967525639889 0	
7.72784049081537 20.5904476651819 0	-2.76080222190143 -6.8567211058265 0	-2.34487759081995 -6.87193436661137 0	
7.72965305047461 20.5953037143714 0	-2.76567184667291 -6.85778881505064 0	-2.34014997960002 -6.8742417669733 0	
7.73150707399435 20.6002708501015 0	-2.77055185686727 -6.85888485048056 0	-2.33544048449691 -6.87659707448347 0	
7.73340252684761 20.6053489798865 0	-2.77543993753351 -6.86000948376362 0	-2.33075197330406 -6.87899988021834 0	
7.7353393520843 20.6105379511669 0	-2.78033376934414 -6.86116297106371 0	-2.32608730246832 -6.88144974955359 0	
7.73731747036271 20.6158375513938 0	-2.78523102984889 -6.86234555292322 0	-2.32144931554618 -6.88394622239944 0	
7.73933677999281 20.6212475081452 0	-2.79012939473023 -6.86355745413366 0	-2.3168408416671 -6.88648881344988 0	
7.74139715699202 20.6267674892745 0	-2.79502653905979 -6.86479888361468 0	-2.31226469400456 -6.88907701244561 0	
7.74349845515292 20.632397103093 0	-2.79992013855527 -6.86607003430187 0	-2.3077236682559 -6.89171028445049 0	
7.74564050612297 20.6381358985829 0	-2.80480787083689 -6.86737108304304 0	-2.30322054113142 -6.89438807014133 0	
7.74782311949641 20.643983365643 0	-2.80968741668297 -6.8687021905034 0	-2.29875806885389 -6.89710978611092 0	
7.75004608291796 20.6499389353676 0	-2.81455646128367 -6.87006350107957 0	-2.29433898566922 -6.89987482518417 0	
7.75230916219858 20.6560019803557 0	-2.81941269549243 -6.87145514282216 0	-2.28996600236874 -6.90268255674705 0	
7.75461210144297 20.6621718150531 0	-2.82425381707442 -6.87287722736757 0	-2.28564180482456 -6.90553232708835 0	
7.75695462318884 20.6684476961252 0	-2.82907753195117 -6.87432984987848 0	-2.28136905253802 -6.90842345975386 0	
7.75933642855802 20.6748288228619 0	-2.83388155544089 -6.87581308899321 0	-2.27715037720275 -6.91135525591295 0	
7.76175719741898 20.681314337613 0	-2.83866361349367 -6.87732700678437 0	-2.27298838128247 -6.91432699473728 0	
7.76421658856101 20.6879033262548 0	-2.84342144392097 -6.87887164872622 0	-2.26888563660489 -6.91733793379136 0	
7.76671423987987 20.6945948186876 0	-2.84815279761872 -6.88044704367103 0	-2.26484468297187 -6.92038730943487 0	
7.76924976857465 20.7013877893625 0	-2.85285543978334 -6.88205320383464 0	-2.2608680267872 -6.92347433723655 0	
7.77182277135587 20.7082811578399 0	-2.85752715112007 -6.8836901247909 0	-2.25695813970219 -6.92659821239918 0	
7.77443282466471 20.7152737893757 0	-2.86216572904293 -6.88535778547513 0	-2.25311745728026 -6.92975811019583 0	
7.77707948490328 20.7223644955394 0	-2.86676898886561 -6.88705614819664 0	-2.24934837768083 -6.93295318641665 0	
7.77976228867561 20.7295520348584 0	-2.87133476498277 -6.88878515866026 0	-2.24565326036362 -6.93618257782637 0	
7.78248075303949 20.7368351134937 0	-2.87586091204097 -6.89054474599689 0	-2.2420344248138 -6.93944540263208 0	
7.78523437576885 20.7442123859425 0	-2.88034530609871 -6.89233482280293 0	-2.23849414928867 -6.94274076096112 0	
7.78802263562658 20.7516824557687 0	-2.88478584577487 -6.8941552851887 0	-2.23503466958675 -6.94606773534854 0	
7.79084499264752 20.7592438763616 0	-2.88918045338503 -6.89600601283587 0	-2.23165817783977 -6.94942539123437 0	
7.79370088843192 20.766895151722 0	-2.89352707606487 -6.89788686906368 0	-2.22836682132829 -6.95281277746989 0	
7.79658974644845 20.7746347372736 0	-2.89782368688028 -6.899797700904 0	-2.22516270132143 -6.95622892683315 0	
7.79951097234728 20.782461040702 0	-2.90206828592337 -6.90173833918534 0	-2.22204787194169 -6.95967285655284 0	
7.80246395428284 20.7903724228195 0	-2.90625890139396 -6.90370859862541 0	-2.21902433905509 -6.96314356884081 0	
